24.401997297297296	6.052324324324324e-10	0.7560000000000002	1.215e-10
24.738000000000003	6.592e-10	0.7560000000000002	1.1915e-10
25.073999999999998	7.076027027027027e-10	0.7559999999999985	9.775e-11
25.410000000000004	7.42381081081081e-10	0.7560000000000002	5.794999999999999e-11
25.74599729729729	7.54727027027027e-10	0.7560000000000002	2.2499999999999664e-12
26.081997297297296	7.43291891891892e-10	0.7560000000000002	5.045000000000002e-11
26.41799729729729	7.132108108108107e-10	0.7560000000000002	8.010000000000001e-11
26.7539972972973	6.758810810810809e-10	0.7560000000000002	8.595e-11
27.089997297297298	6.402378378378379e-10	0.7560000000000002	7.235000000000001e-11
27.425997297297293	6.159162162162163e-10	0.7559999999999985	4.270000000000002e-11
27.761997297297295	6.039594594594595e-10	0.7560000000000002	7.849999999999978e-12
28.09799459459459	6.069810810810812e-10	0.7560000000000002	1.9400000000000005e-11
28.433994594594594	6.229837837837837e-10	0.7560000000000002	4.874999999999996e-11
28.769994594594596	6.519729729729729e-10	0.7560500000000001	8.034999999999999e-11
29.1059972972973	6.91383783783784e-10	0.7559999999999985	1.0209999999999999e-10
29.441994594594597	7.405081081081083e-10	0.7560500000000001	1.2015e-10
29.7779972972973	7.926513513513512e-10	0.7560000000000002	1.151e-10
30.1139972972973	8.415081081081083e-10	0.7560000000000002	1.0894999999999997e-10
30.449997297297294	8.803864864864867e-10	0.7560000000000002	6.605e-11
30.7859972972973	8.971756756756759e-10	0.7560000000000002	1.3500000000000005e-11
31.121999999999996	8.980567567567569e-10	0.7560000000000002	2.915e-11
31.458000000000006	8.773729729729728e-10	0.7559999999999985	6.174999999999997e-11
31.793999999999997	8.473162162162162e-10	0.7559999999999985	7.544999999999998e-11
32.129999999999995	8.171216216216218e-10	0.756000000000002	6.055000000000001e-11
32.46599729729731	7.899135135135135e-10	0.7560000000000002	4.849999999999999e-11
32.8019972972973	7.760594594594594e-10	0.7560000000000002	1.934999999999999e-11
33.1379945945946	7.725108108108109e-10	0.7560000000000002	7.45000000000001e-12
33.47399459459459	7.818621621621623e-10	0.7559999999999967	3.64e-11
33.8099945945946	8.024216216216216e-10	0.7560000000000002	5.865e-11
34.14599729729729	8.347945945945946e-10	0.7560000000000002	8.429999999999996e-11
34.482000000000006	8.762621621621624e-10	0.7560000000000002	1.0200000000000006e-10
34.818000000000005	9.230459459459459e-10	0.7560000000000002	1.0089999999999998e-10
35.154	9.67556756756757e-10	0.7559999999999967	9.500000000000003e-11
35.49	1.0041837837837839e-09	0.7560000000000002	7.004999999999998e-11
35.82599729729729	1.0277135135135138e-09	0.7560000000000002	3.434999999999999e-11
36.1619972972973	1.0358243243243241e-09	0.7560000000000002	1.50000000000046e-13
36.49799729729729	1.0289486486486487e-09	0.7560000000000002	2.835000000000001e-11
36.833997297297294	1.0133918918918916e-09	0.7560000000000002	3.8549999999999934e-11
37.169999999999995	9.960135135135132e-10	0.7560000000000002	4.4449999999999986e-11
37.50599999999999	9.775513513513515e-10	0.7560000000000002	4.0800000000000004e-11
37.84199999999999	9.67535135135135e-10	0.7560000000000002	4.570000000000006e-11
38.177997297297296	9.59864864864865e-10	0.7560000000000002	4.000000000000193e-13
38.5139972972973	9.609810810810812e-10	0.7560000000000002	6.999999999999976e-12
38.84999459459459	9.719081081081083e-10	0.7560000000000002	3.3999999999999986e-11
39.1859945945946	1.0065270270270273e-09	0.7560000000000002	5.859999999999998e-11
39.5219972972973	1.0330216216216218e-09	0.7560000000000002	8.435000000000002e-11
39.857997297297295	1.069054054054054e-09	0.7560000000000002	8.470000000000003e-11
40.1939945945946	1.1057459459459458e-09	0.7560500000000019	8.319999999999998e-11
40.52999729729729	1.1382756756756759e-09	0.7560000000000002	1.5934999999999997e-10
40.8659972972973	1.1511783783783783e-09	0.7560000000000002	4.685e-11
41.201997297297304	1.1673972972972968e-09	0.7560000000000002	2.4450000000000055e-11
41.39099666666667	1.1749366666666668e-09	0.6090499999999999	8.649999999999965e-12
